ref_area.label,indicator.label,source.label,sex.label,time,obs_value,note_indicator.label,note_source.label
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Male,2013,63.53,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Peru,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PER - HS - Encuesta Nacional de Hogares,Sex: Female,2013,75.11,Informal employees: Do not have a written contract nor paid vacation,Age coverage - minimum age: 14 years old
Philippines,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PHL - HS - Informal Sector Survey,Sex: Total,2008,70.05,,Population coverage: Excluding armed forces and/or conscripts
Philippines,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PHL - HS - Informal Sector Survey,Sex: Male,2008,69.95,,Population coverage: Excluding armed forces and/or conscripts
Philippines,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PHL - HS - Informal Sector Survey,Sex: Female,2008,70.18,,Population coverage: Excluding armed forces and/or conscripts
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Total,2008,72.89,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Male,2008,70.96,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Female,2008,75.51,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Total,2009,70.72,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Male,2009,67.9,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Female,2009,74.41,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Total,2010,70.34,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Male,2010,67.34,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Female,2010,74.39,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Total,2011,65.75,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Male,2011,63.2,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Female,2011,69.18,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Total,2012,66.5,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Male,2012,64.47,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Female,2012,69.29,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Total,2013,64.43,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Male,2013,61.6,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Female,2013,67.8,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Total,2017,65.44,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Male,2017,63.5,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
Paraguay,SDG indicator 8.3.1 - Proportion of informal employment in non-agricultural employment (%),PRY - HS - Encuesta Permanente de Hogares,Sex: Female,2017,68.01,"Workers in informal employment: Employees holding informal jobs, entrepreneurs in the informal sector, and all contributing family workers | Informal employees: Do not have social security coverage | Economic units in the informal sector: Are not registered","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population | Age coverage - minimum age: 10 years old"
