"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","PAK","Pakistan","2016","2016",0.95793,,
"EA_8_AG25T99_M","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)","PAK","Pakistan","2017","2017",0.94913,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","PRI","Puerto Rico","2017","2017",81.85908,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","AZE","Azerbaijan","2013","2013",27.33567,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","AZE","Azerbaijan","2014","2014",27.38254,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","AZE","Azerbaijan","2015","2015",27.41149,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","AZE","Azerbaijan","2016","2016",27.47754,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","AZE","Azerbaijan","2017","2017",27.49841,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","DOM","Dominican Republic","2013","2013",11.93818,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","DOM","Dominican Republic","2014","2014",13.64389,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","DOM","Dominican Republic","2015","2015",14.49662,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SVK","Slovakia","2014","2014",18.80455,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SVK","Slovakia","2015","2015",20.13835,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SVK","Slovakia","2016","2016",21.12063,,
"EA_5T8_AG25T99_F","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)","SVK","Slovakia","2017","2017",22.28368,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","IRN","Iran (Islamic Republic of)","2013","2013",46.04946,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","IRN","Iran (Islamic Republic of)","2014","2014",47.13739,,
"EA_3T8_AG25T99_F","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)","IRN","Iran (Islamic Republic of)","2016","2016",48.89213,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","TUN","Tunisia","2016","2016",14.79385,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","KWT","Kuwait","2013","2013",0.47111,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","KWT","Kuwait","2015","2015",0.4787,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","KWT","Kuwait","2017","2017",0.45496,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","KWT","Kuwait","2018","2018",0.47618,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","CRI","Costa Rica","2014","2014",39.86695,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","CRI","Costa Rica","2015","2015",36.98492,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","CRI","Costa Rica","2016","2016",37.26393,,
"EA_3T8_AG25T99_M","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)","CAN","Canada","2016","2016",84.02371,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","SAU","Saudi Arabia","2013","2013",25.43622,,
"EA_5T8_AG25T99_M","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)","SAU","Saudi Arabia","2017","2017",31.90284,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","CHL","Chile","2013","2013",1.22526,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","CHL","Chile","2015","2015",1.41883,,
"EA_7T8_AG25T99_M","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)","CHL","Chile","2017","2017",1.75835,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","MEX","Mexico","2013","2013",0.46544,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","MEX","Mexico","2014","2014",0.34087,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","MEX","Mexico","2015","2015",0.57675,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","MEX","Mexico","2016","2016",0.53636,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","MEX","Mexico","2017","2017",0.53923,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","MEX","Mexico","2018","2018",0.51995,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2013","2013",0.62293,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2014","2014",0.68503,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2015","2015",0.70949,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2016","2016",0.70263,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2017","2017",0.721,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","BGD","Bangladesh","2018","2018",0.73642,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","RWA","Rwanda","2014","2014",2.28038,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","RWA","Rwanda","2018","2018",3.42399,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","PRY","Paraguay","2013","2013",1.27787,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","PRY","Paraguay","2014","2014",1.21663,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","PRY","Paraguay","2015","2015",1.34653,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","PRY","Paraguay","2016","2016",1.3498,,
"EA_5T8_AG25T99_GPI","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)","PRY","Paraguay","2018","2018",1.30672,,
"EA_1T8_AG25T99_GPI","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)","OMN","Oman","2015","2015",1.02449,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","ARM","Armenia","2015","2015",99.45579,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","ARM","Armenia","2017","2017",99.35829,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2013","2013",93.03236,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2014","2014",93.87284,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2015","2015",95.06906,,
"EA_1T8_AG25T99","Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","BEL","Belgium","2016","2016",95.69925,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","ZWE","Zimbabwe","2014","2014",16.1289,,
"EA_4T8_AG25T99_M","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)","ZWE","Zimbabwe","2017","2017",11.3651,,
"EA_7T8_AG25T99_F","Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)","BOL","Bolivia (Plurinational State of)","2015","2015",1.42818,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","AUT","Austria","2013","2013",25.52958,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","AUT","Austria","2014","2014",26.59697,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","AUT","Austria","2015","2015",27.17237,,
"EA_4T8_AG25T99_F","Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, female (%)","AUT","Austria","2016","2016",27.64482,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","SEN","Senegal","2013","2013",0.26879,,
"EA_8_AG25T99_GPI","Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, gender parity index (GPI)","SEN","Senegal","2017","2017",0.38985,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","POL","Poland","2013","2013",0.93333,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","POL","Poland","2014","2014",0.93541,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","POL","Poland","2016","2016",0.944,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","TUR","Turkey","2013","2013",0.66863,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","TUR","Turkey","2014","2014",0.67824,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","TUR","Turkey","2015","2015",0.69444,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","TUR","Turkey","2016","2016",0.70569,,
"EA_3T8_AG25T99_GPI","Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","TUR","Turkey","2017","2017",0.71578,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","PAK","Pakistan","2013","2013",7.99135,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","PAK","Pakistan","2014","2014",8.75331,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","PAK","Pakistan","2016","2016",8.61713,,
"EA_5T8_AG25T99","Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)","PAK","Pakistan","2017","2017",8.65033,,
